Booking_ID,Booking_Date,Travel_Date,Lead_Time,Category,Travel_Type,Customer_Type,City_From,City_To,Booking_Channel,Payment_Mode,Base_Price,Discount_%,Cancellation_Status,Refund_%,Rating,Repeat_Customer,Booking_Hour,Festival_Season
BKG09405,11-08-2025,10-10-2025,60,Holiday Package,Domestic,Solo,Bangalore,Jaipur,App,UPI,68605,20,0,0,5,Yes,13,Normal
BKG09406,05-03-2025,28-04-2025,54,Flight,Domestic,Solo,Delhi,Bangalore,App,UPI,10584,0,0,0,2,Yes,9,Christmas
BKG09407,01-06-2024,24-08-2024,84,Holiday Package,International,Family,Chennai,London,Website,Credit Card,68355,10,0,0,1,Yes,0,Normal
BKG09408,04-08-2025,12-10-2025,69,Flight,Domestic,Family,Mumbai,Chennai,Website,Debit Card,14525,10,0,0,2,No,2,Normal
BKG09409,12-03-2024,20-03-2024,8,Holiday Package,Domestic,Couple,Bangalore,Chennai,Website,Credit Card,77082,10,0,0,2,No,1,Christmas
BKG09410,08-12-2025,24-01-2026,47,Train,International,Couple,Chennai,Singapore,App,Credit Card,8290.8,15,0,0,1,No,15,Normal
BKG09411,13-06-2024,07-07-2024,24,Hotel,Domestic,Family,Mumbai,Delhi,App,Debit Card,20059,0,0,0,2,Yes,21,Normal
BKG09412,19-09-2024,22-10-2024,33,Train,Domestic,Business,Delhi,Delhi,App,Debit Card,4737,15,0,0,1,No,11,Normal
BKG09413,30-08-2025,04-11-2025,66,Holiday Package,Domestic,Solo,Hyderabad,Chennai,Website,Wallet,28244,5,0,0,1,No,0,Normal
BKG09414,30-08-2024,19-09-2024,20,Train,Domestic,Solo,Mumbai,Bangalore,Website,NetBanking,2609,10,0,0,2,No,12,Normal
BKG09415,25-04-2024,09-05-2024,14,Holiday Package,Domestic,Solo,Bangalore,Bangalore,Website,Credit Card,54164,15,0,0,1,No,9,Diwali
BKG09416,16-11-2025,19-01-2026,64,Flight,Domestic,Business,Hyderabad,Mumbai,App,Credit Card,7369,20,0,0,2,No,1,Normal
BKG09417,05-06-2025,28-06-2025,23,Hotel,International,Solo,Chennai,London,App,Credit Card,35631,0,0,0,4,Yes,1,Normal
BKG09418,06-08-2025,19-10-2025,74,Train,International,Family,Bangalore,Singapore,Website,NetBanking,5340.6,10,0,0,4,No,14,Normal
BKG09419,05-01-2024,24-02-2024,50,Train,International,Solo,Chennai,London,App,Wallet,8764.2,10,0,0,4,Yes,14,Summer
BKG09420,10-10-2024,14-11-2024,35,Hotel,Domestic,Family,Delhi,Bangalore,Website,Credit Card,5418,0,0,0,5,No,21,Normal
BKG09421,27-04-2024,18-06-2024,52,Train,International,Business,Bangalore,Dubai,Website,Debit Card,6557.4,15,1,80,5,No,13,Normal
BKG09422,17-08-2025,09-11-2025,84,Hotel,Domestic,Family,Bangalore,Jaipur,App,NetBanking,7461,10,0,0,4,No,16,Normal
BKG09423,09-02-2025,23-03-2025,42,Hotel,Domestic,Solo,Delhi,Mumbai,App,UPI,20751,10,0,0,4,Yes,16,Normal
BKG09424,29-12-2025,05-03-2026,66,Hotel,International,Solo,Hyderabad,London,Website,Credit Card,26587.8,20,0,0,3,Yes,20,Summer
BKG09425,28-08-2025,23-11-2025,87,Train,Domestic,Family,Mumbai,Chennai,Website,Wallet,4610,20,1,80,2,Yes,14,Normal
BKG09426,15-08-2025,27-09-2025,43,Hotel,International,Family,Chennai,Bangkok,App,NetBanking,34345.8,20,0,0,2,No,19,Normal
BKG09427,26-05-2025,12-08-2025,78,Train,Domestic,Couple,Hyderabad,Bangalore,App,Wallet,2496,10,0,0,1,No,14,Normal
BKG09428,04-11-2024,30-11-2024,26,Hotel,International,Couple,Bangalore,Dubai,Website,Wallet,43855.2,20,1,80,3,Yes,21,Diwali
BKG09429,13-10-2025,19-10-2025,6,Flight,Domestic,Business,Delhi,Goa,Website,NetBanking,4831,5,0,0,4,No,13,Normal
BKG09430,29-10-2024,14-11-2024,16,Hotel,International,Solo,Chennai,Dubai,App,Credit Card,7038,15,1,80,1,No,23,Normal
BKG09431,24-10-2024,27-11-2024,34,Flight,Domestic,Couple,Mumbai,Delhi,App,Debit Card,9460,15,1,80,2,No,7,Normal
BKG09432,17-10-2025,25-10-2025,8,Hotel,International,Business,Chennai,Dubai,App,Wallet,9259.2,20,0,0,3,No,6,Diwali
BKG09433,08-09-2025,11-09-2025,3,Train,International,Solo,Hyderabad,London,Website,Debit Card,2291.4,0,0,0,1,No,11,Normal
BKG09434,14-11-2024,27-01-2025,74,Hotel,International,Solo,Chennai,Dubai,Website,Wallet,8577,10,0,0,5,Yes,21,Normal
BKG09435,03-04-2024,12-04-2024,9,Holiday Package,International,Family,Mumbai,Dubai,Website,Debit Card,92075.4,10,0,0,2,Yes,8,Diwali
BKG09436,20-12-2025,29-01-2026,40,Flight,International,Couple,Chennai,Singapore,Website,UPI,12063.6,0,0,0,4,No,12,Normal
BKG09437,26-03-2025,15-04-2025,20,Train,International,Solo,Mumbai,Dubai,App,Wallet,6222.6,20,0,0,2,Yes,3,Normal
BKG09438,11-01-2024,01-03-2024,50,Hotel,Domestic,Business,Chennai,Goa,App,NetBanking,15601,5,0,0,5,Yes,8,Normal
BKG09439,04-07-2024,30-07-2024,26,Flight,Domestic,Couple,Delhi,Bangalore,App,UPI,8980,20,0,0,5,No,22,Normal
BKG09440,20-01-2025,30-03-2025,69,Hotel,Domestic,Solo,Bangalore,Delhi,Website,Credit Card,14203,15,0,0,3,Yes,5,Normal
BKG09441,19-06-2025,01-09-2025,74,Flight,International,Solo,Bangalore,Dubai,Website,Debit Card,7957.8,5,0,0,4,No,14,Normal
BKG09442,22-11-2025,14-02-2026,84,Flight,Domestic,Family,Chennai,Hyderabad,Website,Wallet,4923,10,0,0,2,No,13,Christmas
BKG09443,29-01-2024,08-02-2024,10,Holiday Package,Domestic,Family,Mumbai,Jaipur,Website,Credit Card,63780,15,0,0,5,No,21,Normal
BKG09444,07-10-2025,29-12-2025,83,Holiday Package,Domestic,Family,Mumbai,Bangalore,App,UPI,71858,5,0,0,3,No,1,Normal
BKG09445,07-01-2024,12-01-2024,5,Holiday Package,Domestic,Couple,Mumbai,Delhi,App,Wallet,26257,0,0,0,4,No,4,Normal
BKG09446,04-08-2024,17-09-2024,44,Flight,International,Solo,Mumbai,Bangkok,App,Credit Card,8119.8,5,0,0,5,Yes,20,Normal
BKG09447,29-04-2025,18-06-2025,50,Hotel,Domestic,Solo,Hyderabad,Goa,Website,NetBanking,21690,10,1,80,1,No,9,Normal
BKG09448,22-09-2024,04-11-2024,43,Flight,Domestic,Solo,Hyderabad,Hyderabad,Website,Debit Card,6396,15,0,0,2,No,14,Normal
BKG09449,31-01-2024,25-02-2024,25,Hotel,International,Business,Chennai,Singapore,App,Debit Card,12556.8,10,0,0,1,Yes,19,Normal
BKG09450,20-11-2025,18-12-2025,28,Holiday Package,International,Solo,Chennai,Singapore,App,Debit Card,137820.6,15,0,0,1,No,20,Normal
BKG09451,31-05-2024,30-06-2024,30,Train,International,Family,Bangalore,Bangkok,App,UPI,6215.4,10,0,0,3,Yes,16,Normal
BKG09452,20-10-2025,30-12-2025,71,Holiday Package,Domestic,Family,Hyderabad,Jaipur,App,NetBanking,66221,15,0,0,3,Yes,0,Normal
BKG09453,16-04-2025,11-06-2025,56,Flight,Domestic,Family,Chennai,Jaipur,App,Wallet,6023,5,0,0,5,No,21,Normal
BKG09454,14-08-2025,28-10-2025,75,Flight,International,Solo,Bangalore,London,Website,Wallet,9550.8,10,0,0,1,Yes,1,Normal
BKG09455,22-01-2024,27-03-2024,65,Holiday Package,International,Business,Bangalore,London,App,NetBanking,109164.6,5,1,80,4,Yes,4,Normal
BKG09456,20-08-2024,12-11-2024,84,Flight,International,Business,Bangalore,Singapore,Website,Debit Card,23909.4,15,0,0,1,No,17,Christmas
BKG09457,19-04-2025,02-06-2025,44,Train,International,Family,Hyderabad,London,Website,NetBanking,5788.8,10,0,0,4,No,4,Normal
BKG09458,24-10-2025,06-01-2026,74,Flight,International,Solo,Chennai,Dubai,App,Credit Card,10801.8,10,1,80,5,No,19,Normal
BKG09459,29-09-2025,12-12-2025,74,Holiday Package,Domestic,Solo,Bangalore,Goa,Website,Credit Card,19890,10,0,0,1,No,17,Christmas
BKG09460,21-10-2024,12-12-2024,52,Flight,Domestic,Couple,Bangalore,Delhi,App,Credit Card,12749,0,0,0,1,No,20,Normal
BKG09461,09-03-2024,24-03-2024,15,Hotel,Domestic,Solo,Bangalore,Hyderabad,Website,Credit Card,7350,5,0,0,4,No,3,Christmas
BKG09462,28-04-2025,23-05-2025,25,Hotel,International,Couple,Mumbai,Dubai,App,Debit Card,18959.4,20,0,0,2,Yes,21,Normal
BKG09463,07-03-2024,24-05-2024,78,Hotel,International,Solo,Delhi,Dubai,Website,Credit Card,18154.8,20,0,0,4,Yes,5,Normal
BKG09464,09-09-2024,08-11-2024,60,Hotel,Domestic,Solo,Hyderabad,Chennai,App,UPI,7403,0,0,0,3,Yes,10,Normal
BKG09465,27-12-2024,10-02-2025,45,Holiday Package,International,Solo,Bangalore,Singapore,App,NetBanking,68886,10,1,80,1,Yes,6,Christmas
BKG09466,15-01-2024,18-01-2024,3,Hotel,International,Solo,Delhi,Singapore,Website,NetBanking,42701.4,15,1,80,2,Yes,6,Christmas
BKG09467,04-04-2024,15-05-2024,41,Flight,International,Family,Hyderabad,Bangkok,App,NetBanking,22068,10,1,80,1,No,13,Summer
BKG09468,08-05-2024,24-07-2024,77,Flight,International,Solo,Delhi,London,App,NetBanking,17434.8,10,1,80,2,Yes,22,Christmas
BKG09469,29-04-2024,08-06-2024,40,Holiday Package,Domestic,Family,Chennai,Mumbai,App,UPI,57194,5,0,0,5,Yes,13,Normal
BKG09470,21-03-2025,04-04-2025,14,Holiday Package,Domestic,Couple,Delhi,Bangalore,Website,Credit Card,73714,15,0,0,3,No,22,Normal
BKG09471,07-09-2025,26-09-2025,19,Holiday Package,International,Couple,Chennai,London,Website,Debit Card,90660.6,15,0,0,1,Yes,16,Diwali
BKG09472,15-06-2024,20-07-2024,35,Hotel,International,Business,Mumbai,Singapore,Website,Debit Card,12056.4,5,0,0,5,No,14,Normal
BKG09473,03-06-2024,15-07-2024,42,Flight,International,Family,Mumbai,Bangkok,App,NetBanking,14585.4,0,1,80,4,No,16,Christmas
BKG09474,22-06-2025,12-07-2025,20,Flight,Domestic,Family,Chennai,Hyderabad,App,Credit Card,8730,0,0,0,5,Yes,2,Diwali
BKG09475,19-02-2024,03-04-2024,44,Hotel,Domestic,Family,Hyderabad,Goa,Website,Credit Card,8684,20,1,80,3,No,5,Normal
BKG09476,11-05-2024,13-07-2024,63,Holiday Package,International,Business,Chennai,Bangkok,Website,Credit Card,91944,5,1,80,1,No,14,Normal
BKG09477,13-12-2024,25-12-2024,12,Train,Domestic,Solo,Bangalore,Bangalore,Website,NetBanking,4279,5,1,80,1,No,14,Normal
BKG09478,09-05-2024,29-06-2024,51,Flight,International,Business,Hyderabad,Singapore,App,NetBanking,22311,15,1,80,2,Yes,15,Normal
BKG09479,31-10-2025,06-01-2026,67,Holiday Package,International,Solo,Hyderabad,Singapore,App,Credit Card,53067.6,10,0,0,1,No,4,Christmas
BKG09480,16-10-2024,10-01-2025,86,Hotel,Domestic,Couple,Bangalore,Bangalore,App,UPI,22286,5,0,0,1,Yes,2,Normal
BKG09481,25-08-2024,21-10-2024,57,Train,Domestic,Business,Bangalore,Jaipur,App,UPI,1669,0,0,0,4,No,19,Summer
BKG09482,15-02-2025,23-03-2025,36,Holiday Package,Domestic,Family,Bangalore,Delhi,App,NetBanking,65238,20,0,0,2,No,22,Normal
BKG09483,12-03-2025,12-04-2025,31,Hotel,International,Business,Chennai,Dubai,App,UPI,5727.6,5,0,0,1,Yes,19,Normal
BKG09484,04-02-2025,16-04-2025,71,Flight,International,Family,Chennai,London,App,NetBanking,12771,15,1,80,3,Yes,18,Normal
BKG09485,05-01-2024,07-01-2024,2,Holiday Package,Domestic,Couple,Hyderabad,Delhi,App,Debit Card,63771,5,1,80,4,Yes,23,Normal
BKG09486,16-12-2025,06-02-2026,52,Hotel,Domestic,Business,Chennai,Delhi,Website,Wallet,11774,10,0,0,3,No,14,Normal
BKG09487,17-03-2024,03-04-2024,17,Train,Domestic,Business,Chennai,Bangalore,App,Debit Card,2718,5,0,0,5,No,23,Christmas
BKG09488,22-04-2025,04-06-2025,43,Holiday Package,International,Family,Mumbai,Bangkok,Website,Debit Card,114580.8,15,0,0,1,No,7,Normal
BKG09489,12-07-2025,24-07-2025,12,Holiday Package,Domestic,Couple,Mumbai,Hyderabad,App,UPI,38422,0,0,0,2,Yes,12,Normal
BKG09490,04-12-2025,28-12-2025,24,Holiday Package,International,Family,Mumbai,Bangkok,Website,Debit Card,95400,10,0,0,4,Yes,13,Normal
BKG09491,28-05-2024,15-07-2024,48,Hotel,Domestic,Family,Bangalore,Delhi,App,Credit Card,2545,0,0,0,4,Yes,0,Summer
BKG09492,20-07-2024,29-08-2024,40,Holiday Package,Domestic,Business,Chennai,Bangalore,App,NetBanking,31686,10,0,0,4,No,6,Normal
BKG09493,19-08-2025,06-09-2025,18,Train,International,Couple,Delhi,Bangkok,App,Debit Card,5378.4,10,0,0,2,Yes,7,Normal
BKG09494,07-07-2025,13-09-2025,68,Train,International,Solo,Hyderabad,Dubai,Website,UPI,7014.6,10,0,0,2,Yes,20,Normal
BKG09495,26-09-2024,23-12-2024,88,Holiday Package,Domestic,Family,Delhi,Jaipur,App,UPI,57205,0,0,0,3,No,0,Diwali
BKG09496,29-05-2025,18-06-2025,20,Holiday Package,Domestic,Couple,Mumbai,Jaipur,App,UPI,33534,20,0,0,1,No,17,Normal
BKG09497,12-05-2024,18-05-2024,6,Holiday Package,International,Business,Hyderabad,London,App,NetBanking,65494.8,10,0,0,5,Yes,5,Normal
BKG09498,30-06-2024,01-09-2024,63,Train,International,Solo,Delhi,Singapore,Website,UPI,2323.8,10,0,0,1,No,21,Normal
BKG09499,27-07-2024,22-08-2024,26,Holiday Package,International,Business,Mumbai,Dubai,App,Credit Card,91582.2,10,1,80,4,Yes,5,Normal
BKG09500,05-03-2024,24-03-2024,19,Holiday Package,Domestic,Couple,Mumbai,Jaipur,Website,NetBanking,50223,15,0,0,3,No,8,Normal
BKG09501,29-10-2024,27-01-2025,90,Flight,Domestic,Family,Bangalore,Chennai,Website,Debit Card,3408,15,0,0,2,Yes,0,Christmas
BKG09502,03-12-2024,29-12-2024,26,Flight,Domestic,Business,Bangalore,Chennai,Website,UPI,12526,20,0,0,1,Yes,16,Normal
BKG09503,03-02-2025,06-02-2025,3,Holiday Package,International,Family,Chennai,Dubai,App,Credit Card,105742.8,0,0,0,3,Yes,23,Summer
BKG09504,03-10-2025,17-11-2025,45,Holiday Package,International,Family,Delhi,Bangkok,Website,Credit Card,29107.8,15,1,80,4,No,2,Normal
BKG09505,18-12-2025,24-02-2026,68,Train,Domestic,Solo,Mumbai,Goa,Website,NetBanking,2973,15,0,0,2,No,13,Normal
BKG09506,23-05-2025,23-06-2025,31,Train,Domestic,Couple,Bangalore,Delhi,Website,UPI,4599,0,0,0,5,Yes,13,Normal
BKG09507,31-10-2025,13-12-2025,43,Hotel,International,Business,Mumbai,London,Website,Wallet,36205.2,5,0,0,2,Yes,20,Normal
BKG09508,05-03-2024,21-05-2024,77,Hotel,International,Family,Delhi,London,Website,Wallet,6426,0,0,0,5,Yes,21,Normal
BKG09509,13-02-2025,25-04-2025,71,Train,Domestic,Family,Chennai,Hyderabad,App,Credit Card,1392,10,0,0,1,No,7,Christmas
BKG09510,27-07-2025,20-10-2025,85,Hotel,International,Couple,Bangalore,London,Website,Debit Card,20867.4,15,0,0,1,Yes,15,Normal
BKG09511,19-07-2024,29-09-2024,72,Flight,Domestic,Family,Bangalore,Jaipur,App,Wallet,10234,5,0,0,1,No,8,Normal
BKG09512,23-12-2025,17-03-2026,84,Holiday Package,Domestic,Family,Mumbai,Hyderabad,Website,UPI,18940,5,0,0,3,No,3,Summer
BKG09513,24-10-2024,29-11-2024,36,Holiday Package,Domestic,Solo,Mumbai,Goa,App,NetBanking,75030,5,0,0,1,No,8,Normal
BKG09514,16-02-2024,06-04-2024,50,Hotel,Domestic,Solo,Delhi,Jaipur,Website,UPI,9082,5,0,0,3,Yes,11,Summer
BKG09515,08-09-2024,13-11-2024,66,Train,International,Solo,Mumbai,London,Website,Credit Card,3560.4,5,0,0,3,No,18,Normal
BKG09516,26-04-2024,06-07-2024,71,Train,Domestic,Solo,Mumbai,Mumbai,Website,Debit Card,3921,20,0,0,3,Yes,18,Normal
BKG09517,11-02-2024,12-04-2024,61,Flight,International,Business,Delhi,Bangkok,App,Debit Card,12879,15,0,0,4,No,18,Normal
BKG09518,27-04-2024,13-07-2024,77,Flight,International,Couple,Delhi,Dubai,App,Credit Card,23679,15,0,0,4,Yes,11,Normal
BKG09519,12-12-2024,17-12-2024,5,Hotel,International,Family,Hyderabad,Singapore,App,Debit Card,26908.2,0,0,0,5,Yes,23,Normal
BKG09520,30-01-2025,26-04-2025,86,Train,Domestic,Business,Chennai,Bangalore,App,NetBanking,3930,5,0,0,4,No,19,Summer
BKG09521,28-10-2024,17-01-2025,81,Hotel,Domestic,Family,Delhi,Goa,Website,Credit Card,6134,0,0,0,4,No,21,Normal
BKG09522,05-01-2025,07-01-2025,2,Hotel,Domestic,Solo,Chennai,Jaipur,Website,Credit Card,23729,10,0,0,2,Yes,23,Diwali
BKG09523,06-05-2024,24-07-2024,79,Train,Domestic,Solo,Chennai,Goa,App,Debit Card,1676,15,1,80,2,Yes,16,Normal
BKG09524,16-05-2024,11-06-2024,26,Hotel,Domestic,Family,Delhi,Chennai,Website,Debit Card,14078,20,0,0,1,Yes,3,Normal
BKG09525,02-04-2025,22-06-2025,81,Holiday Package,Domestic,Couple,Hyderabad,Hyderabad,Website,Wallet,40696,10,0,0,3,Yes,3,Christmas
BKG09526,10-11-2024,26-01-2025,77,Train,International,Solo,Chennai,London,App,NetBanking,6152.4,15,0,0,5,No,12,Normal
BKG09527,16-08-2025,07-09-2025,22,Flight,International,Solo,Bangalore,Singapore,Website,Wallet,26557.2,20,1,80,4,Yes,1,Normal
BKG09528,17-03-2024,07-06-2024,82,Train,Domestic,Couple,Chennai,Mumbai,Website,Credit Card,3885,20,0,0,5,Yes,18,Normal
BKG09529,09-07-2025,24-07-2025,15,Train,International,Couple,Delhi,Singapore,Website,NetBanking,5362.2,20,1,80,5,No,6,Summer
BKG09530,03-06-2024,10-06-2024,7,Hotel,International,Couple,Hyderabad,Singapore,Website,NetBanking,28461.6,5,1,80,1,Yes,23,Normal
BKG09531,30-12-2025,04-03-2026,64,Holiday Package,International,Solo,Bangalore,Dubai,Website,Wallet,97974,20,0,0,4,No,23,Normal
BKG09532,12-05-2025,12-07-2025,61,Flight,International,Business,Bangalore,Singapore,App,Credit Card,25077.6,20,1,80,2,Yes,5,Normal
BKG09533,21-03-2025,25-03-2025,4,Hotel,International,Business,Mumbai,London,App,Credit Card,21560.4,0,0,0,5,Yes,8,Diwali
BKG09534,20-12-2025,03-02-2026,45,Holiday Package,Domestic,Business,Chennai,Jaipur,Website,UPI,62461,20,1,80,5,No,0,Normal
BKG09535,25-09-2025,10-10-2025,15,Holiday Package,Domestic,Couple,Delhi,Delhi,App,Debit Card,42986,15,0,0,1,No,14,Normal
BKG09536,07-07-2025,11-09-2025,66,Holiday Package,International,Family,Bangalore,Bangkok,Website,Credit Card,128601,15,0,0,3,Yes,1,Normal
BKG09537,20-07-2024,27-09-2024,69,Hotel,International,Solo,Mumbai,Singapore,App,UPI,10206,5,0,0,4,Yes,16,Normal
BKG09538,10-06-2024,04-09-2024,86,Hotel,International,Solo,Bangalore,London,Website,NetBanking,44679.6,5,0,0,5,No,17,Normal
BKG09539,06-05-2025,30-05-2025,24,Holiday Package,International,Couple,Hyderabad,Singapore,Website,UPI,79518.6,5,0,0,2,No,8,Normal
BKG09540,29-03-2024,05-06-2024,68,Hotel,Domestic,Business,Delhi,Jaipur,App,Credit Card,7850,20,0,0,3,Yes,5,Normal
BKG09541,09-06-2025,30-07-2025,51,Flight,Domestic,Couple,Mumbai,Mumbai,App,NetBanking,5387,15,0,0,3,Yes,8,Normal
BKG09542,06-01-2024,16-03-2024,70,Flight,International,Business,Hyderabad,Singapore,Website,NetBanking,26317.8,5,0,0,2,No,6,Normal
BKG09543,21-11-2024,15-01-2025,55,Holiday Package,Domestic,Business,Hyderabad,Hyderabad,App,NetBanking,76740,5,0,0,3,Yes,0,Normal
BKG09544,20-06-2024,01-09-2024,73,Hotel,Domestic,Business,Delhi,Delhi,App,Debit Card,2893,5,0,0,4,Yes,21,Normal
BKG09545,24-02-2025,04-05-2025,69,Train,Domestic,Business,Bangalore,Chennai,App,Credit Card,1431,20,0,0,4,Yes,2,Normal
BKG09546,03-05-2024,14-07-2024,72,Holiday Package,Domestic,Family,Chennai,Hyderabad,App,Wallet,66376,5,0,0,2,Yes,20,Christmas
BKG09547,11-05-2024,15-07-2024,65,Holiday Package,Domestic,Family,Delhi,Goa,Website,Credit Card,28125,5,0,0,2,No,2,Normal
BKG09548,23-08-2024,15-09-2024,23,Flight,International,Family,Bangalore,London,App,NetBanking,15876,5,0,0,4,No,15,Christmas
BKG09549,25-02-2025,05-03-2025,8,Holiday Package,International,Family,Delhi,London,App,Credit Card,127335.6,15,0,0,1,Yes,4,Summer
BKG09550,25-09-2025,01-12-2025,67,Flight,Domestic,Solo,Chennai,Hyderabad,Website,NetBanking,4514,15,1,80,3,No,5,Diwali
BKG09551,09-04-2024,28-06-2024,80,Hotel,Domestic,Business,Delhi,Jaipur,App,UPI,12460,0,0,0,1,No,0,Summer
BKG09552,19-12-2024,15-01-2025,27,Hotel,Domestic,Family,Delhi,Jaipur,App,Credit Card,20826,5,1,80,1,Yes,3,Normal
BKG09553,26-08-2025,24-11-2025,90,Train,International,Couple,Hyderabad,Dubai,Website,NetBanking,6766.2,15,0,0,4,Yes,14,Normal
BKG09554,30-07-2025,21-08-2025,22,Train,International,Family,Hyderabad,Dubai,App,NetBanking,2664,20,0,0,3,No,20,Normal
BKG09555,12-05-2024,02-08-2024,82,Holiday Package,International,Couple,Mumbai,London,App,Credit Card,77052.6,10,0,0,5,Yes,14,Summer
BKG09556,13-05-2024,05-07-2024,53,Holiday Package,International,Solo,Delhi,Bangkok,Website,Credit Card,64117.8,5,1,80,1,No,21,Normal
BKG09557,18-10-2025,31-10-2025,13,Holiday Package,Domestic,Solo,Hyderabad,Jaipur,App,Credit Card,76668,20,0,0,4,No,1,Normal
BKG09558,15-06-2025,21-08-2025,67,Train,Domestic,Couple,Mumbai,Jaipur,Website,Wallet,1571,5,0,0,5,Yes,5,Normal
BKG09559,11-01-2025,06-04-2025,85,Flight,Domestic,Family,Delhi,Delhi,App,Credit Card,14847,0,0,0,5,Yes,12,Christmas
BKG09560,11-04-2024,25-04-2024,14,Holiday Package,International,Family,Mumbai,London,Website,UPI,78649.2,15,0,0,1,No,16,Diwali
BKG09561,06-12-2025,10-12-2025,4,Flight,International,Couple,Mumbai,Singapore,Website,Credit Card,10764,5,1,80,4,Yes,3,Normal
BKG09562,24-08-2024,13-10-2024,50,Holiday Package,International,Family,Mumbai,Singapore,Website,Debit Card,75209.4,0,0,0,1,No,23,Normal
BKG09563,17-03-2024,16-05-2024,60,Hotel,Domestic,Family,Hyderabad,Goa,Website,NetBanking,16628,10,0,0,2,No,22,Normal
BKG09564,30-06-2024,29-07-2024,29,Holiday Package,Domestic,Solo,Bangalore,Jaipur,App,Wallet,66816,10,0,0,1,Yes,4,Summer
BKG09565,23-02-2025,26-03-2025,31,Train,Domestic,Business,Delhi,Delhi,Website,UPI,2448,10,0,0,1,No,21,Diwali
BKG09566,16-05-2024,15-07-2024,60,Hotel,International,Business,Hyderabad,Dubai,Website,Wallet,7727.4,5,0,0,4,Yes,13,Normal
BKG09567,15-02-2024,22-02-2024,7,Hotel,International,Business,Hyderabad,Dubai,App,NetBanking,33148.8,5,0,0,3,No,23,Normal
BKG09568,28-01-2025,18-02-2025,21,Flight,Domestic,Business,Bangalore,Bangalore,App,NetBanking,11011,20,1,80,1,Yes,9,Christmas
BKG09569,22-08-2025,13-10-2025,52,Train,International,Couple,Delhi,Singapore,Website,UPI,4087.8,0,0,0,5,No,0,Normal
BKG09570,21-06-2024,23-07-2024,32,Flight,International,Solo,Bangalore,London,Website,NetBanking,23855.4,15,1,80,4,No,18,Normal
BKG09571,30-03-2025,09-05-2025,40,Flight,International,Business,Bangalore,London,App,UPI,11323.8,20,0,0,5,Yes,12,Normal
BKG09572,12-09-2024,10-10-2024,28,Hotel,Domestic,Business,Delhi,Jaipur,Website,Credit Card,16863,20,0,0,4,Yes,2,Normal
BKG09573,17-10-2025,16-11-2025,30,Hotel,Domestic,Business,Bangalore,Jaipur,App,Debit Card,8696,10,0,0,4,No,21,Normal
BKG09574,04-10-2024,05-11-2024,32,Train,International,Family,Bangalore,Dubai,App,Wallet,4620.6,5,0,0,5,No,1,Normal
BKG09575,09-12-2024,25-01-2025,47,Hotel,International,Couple,Delhi,Bangkok,Website,Debit Card,14904,20,0,0,5,Yes,23,Normal
BKG09576,24-01-2024,16-04-2024,83,Hotel,International,Solo,Chennai,London,App,Debit Card,6834.6,20,0,0,1,Yes,8,Normal
BKG09577,14-03-2024,06-04-2024,23,Holiday Package,Domestic,Family,Hyderabad,Delhi,Website,Wallet,74448,20,0,0,5,No,9,Normal
BKG09578,29-06-2025,18-07-2025,19,Flight,International,Couple,Delhi,Bangkok,Website,Credit Card,13842,20,0,0,4,No,0,Normal
BKG09579,23-07-2024,15-09-2024,54,Flight,Domestic,Couple,Bangalore,Chennai,App,NetBanking,13983,15,0,0,2,Yes,20,Normal
BKG09580,07-06-2024,03-08-2024,57,Flight,Domestic,Solo,Mumbai,Chennai,Website,NetBanking,8827,0,0,0,2,No,16,Christmas
BKG09581,13-11-2024,30-01-2025,78,Hotel,International,Couple,Chennai,London,App,Credit Card,39029.4,0,0,0,3,No,15,Diwali
BKG09582,04-09-2025,06-10-2025,32,Holiday Package,International,Couple,Hyderabad,Bangkok,Website,Debit Card,27405,10,0,0,4,Yes,15,Normal
BKG09583,22-12-2024,19-01-2025,28,Flight,International,Family,Delhi,Dubai,App,Credit Card,25178.4,15,0,0,5,Yes,5,Diwali
BKG09584,28-11-2024,27-12-2024,29,Holiday Package,International,Couple,Bangalore,Dubai,App,Wallet,108160.2,5,0,0,4,Yes,22,Christmas
BKG09585,19-03-2024,10-05-2024,52,Hotel,International,Solo,Mumbai,London,App,Credit Card,20210.4,5,1,80,1,No,20,Normal
BKG09586,08-12-2024,01-02-2025,55,Hotel,International,Business,Bangalore,Dubai,Website,Debit Card,42087.6,20,1,80,5,Yes,21,Normal
BKG09587,02-09-2024,23-11-2024,82,Train,Domestic,Couple,Bangalore,Goa,Website,Wallet,4122,15,0,0,5,Yes,4,Normal
BKG09588,25-02-2025,26-02-2025,1,Holiday Package,Domestic,Business,Bangalore,Chennai,Website,Credit Card,65882,20,0,0,1,No,6,Christmas
BKG09589,07-06-2025,27-07-2025,50,Hotel,Domestic,Couple,Hyderabad,Chennai,Website,UPI,20463,20,0,0,3,Yes,3,Summer
BKG09590,26-08-2024,05-10-2024,40,Hotel,Domestic,Solo,Delhi,Chennai,Website,Credit Card,9110,5,0,0,2,Yes,5,Normal
BKG09591,15-07-2024,26-09-2024,73,Train,Domestic,Couple,Chennai,Bangalore,Website,UPI,3300,0,0,0,1,No,0,Normal
BKG09592,11-10-2024,27-12-2024,77,Flight,Domestic,Couple,Mumbai,Chennai,Website,Wallet,6885,5,0,0,3,Yes,12,Normal
